pair,setup,entry_time,entry_price,qty,exit_time,exit_price,exit_reason,fees_idr,pnl_idr
btc_idr,trend_breakout,2024-11-07T00:00:00+00:00,1188596000,0.00008413,2024-11-27T00:00:00+00:00,1439868000,stop_loss,756.72,20382.80
sol_idr,trend_breakout,2024-11-07T00:00:00+00:00,2937619,0.02741438,2024-11-27T00:00:00+00:00,3551475,stop_loss,608.75,16219.73
eth_idr,trend_breakout,2024-11-28T00:00:00+00:00,58308000,0.00136184,2024-12-10T00:00:00+00:00,57679000,stop_loss,540.52,-1397.12
btc_idr,trend_breakout,2024-12-16T00:00:00+00:00,1660882000,0.00006020,2024-12-20T00:00:00+00:00,1590451000,stop_loss,669.79,-4909.74
sol_idr,trend_breakout,2025-01-19T00:00:00+00:00,4282571,0.01692279,2025-01-21T00:00:00+00:00,4004943,stop_loss,479.93,-5178.17
btc_idr,trend_breakout,2025-01-18T00:00:00+00:00,1693845000,0.00005903,2025-02-03T00:00:00+00:00,1610127000,stop_loss,667.40,-5609.28
sol_idr,trend_breakout,2025-04-23T00:00:00+00:00,2519598,0.02105196,2025-05-30T00:00:00+00:00,2620808,stop_loss,370.31,1760.36
btc_idr,trend_breakout,2025-04-22T00:00:00+00:00,1480020000,0.00006756,2025-06-01T00:00:00+00:00,1699520000,stop_loss,735.08,14094.34
eth_idr,trend_breakout,2025-05-09T00:00:00+00:00,36167000,0.00220312,2025-06-06T00:00:00+00:00,39419000,stop_loss,569.85,6594.70
eth_idr,trend_breakout,2025-06-11T00:00:00+00:00,45575000,0.00173641,2025-06-14T00:00:00+00:00,40796000,stop_loss,513.22,-8811.52
sol_idr,trend_breakout,2025-07-11T00:00:00+00:00,2631315,0.02789159,2025-07-25T00:00:00+00:00,2937985,stop_loss,531.56,8021.95
btc_idr,trend_breakout,2025-07-04T00:00:00+00:00,1768888000,0.00005653,2025-08-02T00:00:00+00:00,1881935000,stop_loss,706.24,5684.31
eth_idr,trend_breakout,2025-07-10T00:00:00+00:00,44362000,0.00197706,2025-08-03T00:00:00+00:00,56809000,stop_loss,684.47,23923.99
btc_idr,trend_breakout,2025-08-14T00:00:00+00:00,1980384000,0.00005049,2025-08-19T00:00:00+00:00,1882537000,stop_loss,667.42,-5607.72
eth_idr,trend_breakout,2025-08-09T00:00:00+00:00,65053000,0.00138140,2025-08-20T00:00:00+00:00,67971000,stop_loss,628.82,3402.10
sol_idr,trend_breakout,2025-08-14T00:00:00+00:00,3242621,0.02745940,2025-08-20T00:00:00+00:00,2890470,stop_loss,576.30,-10246.16
eth_idr,trend_breakout,2025-08-23T00:00:00+00:00,78028000,0.00102092,2025-09-08T00:00:00+00:00,70285000,stop_loss,518.14,-8423.13
sol_idr,trend_breakout,2025-08-29T00:00:00+00:00,3521760,0.01771617,2025-09-23T00:00:00+00:00,3667486,stop_loss,435.85,2145.86
btc_idr,trend_breakout,2025-09-13T00:00:00+00:00,1898811000,0.00005266,2025-09-26T00:00:00+00:00,1852818000,stop_loss,676.05,-3098.04
btc_idr,trend_breakout,2025-10-02T00:00:00+00:00,1964682000,0.00005089,2025-10-11T00:00:00+00:00,1958492000,stop_loss,683.20,-998.21
eth_idr,trend_breakout,2025-10-07T00:00:00+00:00,77490000,0.00129048,2025-10-11T00:00:00+00:00,70847000,stop_loss,655.06,-9227.72
eth_idr,trend_breakout,2026-01-07T00:00:00+00:00,55346000,0.00171644,2026-01-21T00:00:00+00:00,51607000,stop_loss,628.21,-7045.97
btc_idr,trend_breakout,2026-01-15T00:00:00+00:00,1637128000,0.00006108,2026-01-21T00:00:00+00:00,1532534000,stop_loss,662.51,-7051.11
eth_idr,trend_breakout,2026-04-14T00:00:00+00:00,40536000,0.00197122,2026-05-17T00:00:00+00:00,38177000,stop_loss,530.96,-5181.07
sol_idr,trend_breakout,2026-05-10T00:00:00+00:00,1611616,0.06204952,2026-05-17T00:00:00+00:00,1544445,stop_loss,670.14,-4838.07
btc_idr,trend_breakout,2026-04-18T00:00:00+00:00,1320461000,0.00007573,2026-05-23T00:00:00+00:00,1340898000,stop_loss,689.69,858.01
sol_idr,trend_breakout,2026-07-03T00:00:00+00:00,1450058,0.05396537,2026-07-25T00:00:00+00:00,1341537,stop_loss,515.52,-6371.90
sol_idr,trend_breakout,2026-08-20T00:00:00+00:00,1500763,0.06663277,2026-08-24T00:00:00+00:00,1620169,stop_loss,711.63,7244.73
eth_idr,trend_breakout,2026-07-16T00:00:00+00:00,34660000,0.00286041,2026-09-16T00:00:00+00:00,42164000,stop_loss,751.98,20712.54
btc_idr,trend_breakout,2026-08-20T00:00:00+00:00,1219406000,0.00008200,2026-09-16T00:00:00+00:00,1335424000,stop_loss,716.90,8796.58
sol_idr,trend_breakout,2026-08-28T00:00:00+00:00,1933199,0.04650232,2026-09-16T00:00:00+00:00,1722819,stop_loss,581.79,-10364.94
sol_idr,trend_breakout,2026-09-19T00:00:00+00:00,1970535,0.04323090,,,open at end,291.51,
btc_idr,trend_breakout,2026-09-22T00:00:00+00:00,1530788000,0.00006532,,,open at end,342.17,
eth_idr,trend_breakout,2026-09-22T00:00:00+00:00,49033000,0.00203944,,,open at end,342.20,
